Country,Party,Dimension,Mean
UA,JT,Media Freedom,5.363636494
UA,JT,Nationalism,13.72727299
UA,JT,Religion,12.18181801
UA,JT,Urban-Rural,10.36363602
UA,JT,Decentralization,9.363636017
UA,JT,Left-Right,13.80000019
UA,JT,Sympathy,8.181818008
UA,KPU,Taxes v. Spending,4
UA,KPU,Social,15
UA,KPU,Privatization,3.818181753
UA,KPU,EU joining,5.090909004
UA,KPU,Environment,9.181818008
UA,KPU,Former Communists,1.909090877
UA,KPU,Foreign Land Ownership,17.63636398
UA,KPU,Media Freedom,13
UA,KPU,Nationalism,4.909090996
UA,KPU,Religion,15.36363602
UA,KPU,Urban-Rural,11.54545498
UA,KPU,Decentralization,12.72727299
UA,KPU,Left-Right,2.272727251
UA,KPU,Sympathy,15.81818199
UA,NU,Taxes v. Spending,9.363636017
UA,NU,Social,11.80000019
UA,NU,Privatization,13.45454502
UA,NU,EU joining,18.36363602
UA,NU,Environment,9.181818008
UA,NU,Former Communists,14.27272701
UA,NU,Foreign Land Ownership,10.45454502
UA,NU,Media Freedom,5.909090996
UA,NU,Nationalism,17
UA,NU,Religion,9.545454979
UA,NU,Urban-Rural,12.63636398
UA,NU,Decentralization,8.090909004
UA,NU,Left-Right,15.63636398
UA,NU,Sympathy,5.363636494
UA,SDPU-o,Taxes v. Spending,8.636363983
UA,SDPU-o,Social,11.30000019
UA,SDPU-o,Privatization,11.72727299
UA,SDPU-o,EU joining,13.45454502
UA,SDPU-o,Environment,11.63636398
UA,SDPU-o,Former Communists,6.818181992
UA,SDPU-o,Foreign Land Ownership,9.545454979
UA,SDPU-o,Media Freedom,11.18181801
UA,SDPU-o,Nationalism,7.909090996
UA,SDPU-o,Religion,12.909091
UA,SDPU-o,Urban-Rural,7.909090996
UA,SDPU-o,Decentralization,10.27272701
UA,SDPU-o,Left-Right,11.36363602
UA,SDPU-o,Sympathy,12.63636398
UA,SPU,Taxes v. Spending,4.454545498
UA,SPU,Social,13.10000038
UA,SPU,Privatization,6.818181992
UA,SPU,EU joining,9.181818008
UA,SPU,Environment,8.090909004
UA,SPU,Former Communists,5.181818008
UA,SPU,Foreign Land Ownership,16.36363602
UA,SPU,Media Freedom,7.636363506
UA,SPU,Nationalism,9.909090996
UA,SPU,Religion,14.63636398
UA,SPU,Urban-Rural,15.36363602
UA,SPU,Decentralization,8.600000381
UA,SPU,Left-Right,4.818181992
UA,SPU,Sympathy,12.18181801
UA,ZYU,Taxes v. Spending,10.5
UA,ZYU,Social,11.875
UA,ZYU,Privatization,10.77777767
UA,ZYU,EU joining,12.44444466
UA,ZYU,Environment,12.22222233
UA,ZYU,Former Communists,5.444444656
UA,ZYU,Foreign Land Ownership,11.33333302
UA,ZYU,Media Freedom,12
UA,ZYU,Nationalism,8.666666985
UA,ZYU,Religion,13
UA,ZYU,Urban-Rural,8.555555344
UA,ZYU,Decentralization,9.111110687
UA,ZYU,Left-Right,10.625
UA,ZYU,Sympathy,15.125
AU,AD,Taxes v. Spending,7.400000095
AU,AD,Social,3.200000048
AU,AD,Environment,5.199999809
AU,AD,Decentralization,10.15384579
AU,AD,Left-Right,7.800000191
AU,AD,Immigration,4.5
AU,AD,Deregulation,7.933333397
AU,AD,Health Care,4.866666794
AU,AD,US Affairs,14.78571415
AU,AD,Sympathy,7.333333492
AU,ALP,Taxes v. Spending,8.666666985
AU,ALP,Social,7.199999809
AU,ALP,Environment,9.933333397
AU,ALP,Decentralization,14.5
AU,ALP,Left-Right,9.866666794
AU,ALP,Immigration,6.928571224
AU,ALP,Deregulation,10
AU,ALP,Health Care,3.599999905
AU,ALP,US Affairs,9.399999619
AU,ALP,Sympathy,8.333333015
AU,GRN,Taxes v. Spending,3.466666698
AU,GRN,Social,2.066666603
AU,GRN,Environment,1.533333302
AU,GRN,Decentralization,7.571428776
AU,GRN,Left-Right,3.933333397
AU,GRN,Immigration,4.230769157
AU,GRN,Deregulation,3
AU,GRN,Health Care,2.799999952
AU,GRN,US Affairs,16.33333397
AU,GRN,Sympathy,7.199999809
AU,LPA,Taxes v. Spending,17
AU,LPA,Social,14.26666641
AU,LPA,Environment,15.9333334
AU,LPA,Decentralization,11.0714283
AU,LPA,Left-Right,15.9333334
AU,LPA,Immigration,12
AU,LPA,Deregulation,16.86666679
AU,LPA,Health Care,16.46666718
AU,LPA,US Affairs,3.666666746
AU,LPA,Sympathy,15.80000019
AU,NP,Taxes v. Spending,12.86666679
AU,NP,Social,17.06666756
AU,NP,Environment,16
AU,NP,Decentralization,8.384614944
AU,NP,Left-Right,14.9333334
AU,NP,Immigration,12.71428585
AU,NP,Deregulation,8.866666794
AU,NP,Health Care,12.30769253
AU,NP,US Affairs,4.533333302
AU,NP,Sympathy,15.19999981
AU,ON,Taxes v. Spending,11.0714283
AU,ON,Social,16.13333321
AU,ON,Environment,14.53846169
AU,ON,Decentralization,7.909090996
AU,ON,Left-Right,16.5
AU,ON,Immigration,17
AU,ON,Deregulation,5
AU,ON,Health Care,6.5
AU,ON,US Affairs,11.89999962
AU,ON,Sympathy,16.3571434
AT,FPO,Taxes v. Spending,13.875
AT,FPO,Social,16.75
AT,FPO,Environment,13.9333334
AT,FPO,Decentralization,8.5
AT,FPO,Left-Right,17.375
AT,FPO,EU: Peacekeeping,9.399999619
AT,FPO,Immigration,18.5
AT,FPO,EU: Accountability,13.13333321
AT,FPO,EU: Authority,16.3125
AT,FPO,Sympathy,18
AT,Gru,Taxes v. Spending,5.875
AT,Gru,Social,3.875
AT,Gru,Environment,4.4375
AT,Gru,Decentralization,9
AT,Gru,Left-Right,5.4375
AT,Gru,EU: Peacekeeping,11.75
AT,Gru,Immigration,3.6875
AT,Gru,EU: Accountability,5.866666794
AT,Gru,EU: Authority,8.9375
AT,Gru,Sympathy,8.5
AT,OVP,Taxes v. Spending,14.6875
AT,OVP,Social,16.3125
AT,OVP,Environment,12.5625
AT,OVP,Decentralization,6.133333206
AT,OVP,Left-Right,14.3125
AT,OVP,EU: Peacekeeping,6
AT,OVP,Immigration,13.625
AT,OVP,EU: Accountability,10.39999962
AT,OVP,EU: Authority,9.375
AT,OVP,Sympathy,11.25
AT,SPO,Taxes v. Spending,7.5
AT,SPO,Social,6.75
AT,SPO,Environment,10.875
AT,SPO,Decentralization,13.33333302
AT,SPO,Left-Right,8.75
AT,SPO,EU: Peacekeeping,10.3125
AT,SPO,Immigration,8.9375
AT,SPO,EU: Accountability,8.5625
AT,SPO,EU: Authority,9.333333015
AT,SPO,Sympathy,9.75
BE,CD&V,Taxes v. Spending,10.91304302
BE,CD&V,Social,14.69565201
BE,CD&V,Environment,12.04761887
BE,CD&V,Decentralization,6.318181992
BE,CD&V,Left-Right,12.31818199
BE,CD&V,EU: Peacekeeping,5.9375
BE,CD&V,Immigration,10.590909
BE,CD&V,Deregulation,11.09523773
BE,CD&V,EU: Accountability,6.352941036
BE,CD&V,EU: Authority,6.6842103
BE,CD&V,Sympathy,10.66666698
BE,CDH,Taxes v. Spending,9.368420601
BE,CDH,Social,13.47368431
BE,CDH,Environment,10.61111069
BE,CDH,Decentralization,14.10526276
BE,CDH,Left-Right,10.64999962
BE,CDH,EU: Peacekeeping,5.307692528
BE,CDH,Immigration,7.6842103
BE,CDH,Deregulation,9.823529243
BE,CDH,EU: Accountability,6.199999809
BE,CDH,EU: Authority,6.764705658
BE,CDH,Sympathy,10.22222233
BE,Eco,Taxes v. Spending,4.619047642
BE,Eco,Social,2.857142925
BE,Eco,Environment,2.476190567
BE,Eco,Decentralization,12.52380943
BE,Eco,Left-Right,3.450000048
BE,Eco,EU: Peacekeeping,10.19999981
BE,Eco,Immigration,1.850000024
BE,Eco,Deregulation,4.904761791
BE,Eco,EU: Accountability,4.222222328
BE,Eco,EU: Authority,6.777777672
BE,Eco,Sympathy,8.444444656
BE,FN,Taxes v. Spending,15.090909
BE,FN,Social,17.20000076
BE,FN,Environment,15.66666698
BE,FN,Decentralization,13.25
BE,FN,Left-Right,18.89999962
BE,FN,EU: Peacekeeping,13.5
BE,FN,Immigration,19.21052551
BE,FN,Deregulation,13.55555534
BE,FN,EU: Accountability,18
BE,FN,EU: Authority,17.7142849
BE,FN,Sympathy,19.21052551
BE,Gro!,Taxes v. Spending,4.478260994
BE,Gro!,Social,2.260869503
BE,Gro!,Environment,2.521739244
BE,Gro!,Decentralization,10.45454502
BE,Gro!,Left-Right,3.5
BE,Gro!,EU: Peacekeeping,10.44444466
BE,Gro!,Immigration,1.956521749
BE,Gro!,Deregulation,4.5
BE,Gro!,EU: Accountability,4
BE,Gro!,EU: Authority,7.150000095
BE,Gro!,Sympathy,7.904761791
BE,MR,Taxes v. Spending,14.25
BE,MR,Social,7.699999809
BE,MR,Environment,14.39999962
BE,MR,Decentralization,12.66666698
BE,MR,Left-Right,12.69999981
BE,MR,EU: Peacekeeping,3.857142925
BE,MR,Immigration,9.736842155
BE,MR,Deregulation,14.89473724
BE,MR,EU: Accountability,7.1875
BE,MR,EU: Authority,8.235294342
BE,MR,Sympathy,12.5
BE,N-VA,Taxes v. Spending,11.875
BE,N-VA,Social,12.39999962
BE,N-VA,Environment,12
BE,N-VA,Decentralization,2.84210515
BE,N-VA,Left-Right,14.38888931
BE,N-VA,EU: Peacekeeping,11.18181801
BE,N-VA,Immigration,12.70588207
BE,N-VA,Deregulation,11.66666698
BE,N-VA,EU: Accountability,8.769230843
BE,N-VA,EU: Authority,9.857142448
BE,N-VA,Sympathy,13.31578922
BE,PS,Taxes v. Spending,4.952381134
BE,PS,Social,4.761904716
BE,PS,Environment,10.5714283
BE,PS,Decentralization,13.04761887
BE,PS,Left-Right,4.400000095
BE,PS,EU: Peacekeeping,6.800000191
BE,PS,Immigration,5.476190567
BE,PS,Deregulation,3.400000095
BE,PS,EU: Accountability,6.388888836
BE,PS,EU: Authority,8.052631378
BE,PS,Sympathy,10.47368431
BE,SPSp,Taxes v. Spending,7.304347992
BE,SPSp,Social,4.652173996
BE,SPSp,Environment,8.727272987
BE,SPSp,Decentralization,10.13043499
BE,SPSp,Left-Right,6.636363506
BE,SPSp,EU: Peacekeeping,7.294117451
BE,SPSp,Immigration,5.227272511
BE,SPSp,Deregulation,6
BE,SPSp,EU: Accountability,5.722222328
BE,SPSp,EU: Authority,8.409090996
BE,SPSp,Sympathy,6.761904716
BE,VB,Taxes v. Spending,14.30000019
BE,VB,Social,19
BE,VB,Environment,15
BE,VB,Decentralization,2.380952358
BE,VB,Left-Right,18.86363602
BE,VB,EU: Peacekeeping,14.66666698
BE,VB,Immigration,19.82608604
BE,VB,Deregulation,13
BE,VB,EU: Accountability,16.91666603
BE,VB,EU: Authority,15.83333302
BE,VB,Sympathy,18.25
BE,VLD,Taxes v. Spending,16.39130402
BE,VLD,Social,7.043478489
BE,VLD,Environment,16.04347801
BE,VLD,Decentralization,8.043478012
BE,VLD,Left-Right,14.5
BE,VLD,EU: Peacekeeping,5.277777672
BE,VLD,Immigration,12.86363602
BE,VLD,Deregulation,16.68181801
BE,VLD,EU: Accountability,7.470588207
BE,VLD,EU: Authority,8.100000381
BE,VLD,Sympathy,12.61904716
UK,Con,Taxes v. Spending,15.3214283
UK,Con,Social,15.26315784
UK,Con,Environment,15.61818218
UK,Con,Decentralization,12.60714245
UK,Con,Left-Right,16.38596535
UK,Con,EU: Peacekeeping,14.96551704
UK,Con,Immigration,13.78571415
UK,Con,Northern Ireland,16.38888931
UK,Con,Deregulation,16.98148155
UK,Con,EU: Accountability,17.80701828
UK,Con,EU: Authority,17.59649086
UK,Con,Sympathy,16.5
UK,LD,Taxes v. Spending,5.789473534
UK,LD,Social,4.142857075
UK,LD,Environment,7
UK,LD,Decentralization,4.363636494
UK,LD,Left-Right,7.91228056
UK,LD,EU: Peacekeeping,4.727272511
UK,LD,Immigration,6
UK,LD,Northern Ireland,9.836734772
UK,LD,Deregulation,9.962264061
UK,LD,EU: Accountability,4.631578922
UK,LD,EU: Authority,5.145454407
UK,LD,Sympathy,7.775862217
UK,Lab,Taxes v. Spending,8.087718964
UK,Lab,Social,6.91228056
UK,Lab,Environment,12.39999962
UK,Lab,Decentralization,10.71428585
UK,Lab,Left-Right,10.94736862
UK,Lab,EU: Peacekeeping,8.086206436
UK,Lab,Immigration,8.964285851
UK,Lab,Northern Ireland,11.14814854
UK,Lab,Deregulation,11.48148155
UK,Lab,EU: Accountability,11.82456112
UK,Lab,EU: Authority,10.01754379
UK,Lab,Sympathy,8.931034088
UK,PCy,Taxes v. Spending,5.222222328
UK,PCy,Social,7.702702522
UK,PCy,Environment,7.282051086
UK,PCy,Decentralization,4.136363506
UK,PCy,Left-Right,6.01886797
UK,PCy,EU: Peacekeeping,7.809523582
UK,PCy,Immigration,8.214285851
UK,PCy,Northern Ireland,5.925925732
UK,PCy,Deregulation,6.368421078
UK,PCy,EU: Accountability,6.900000095
UK,PCy,EU: Authority,6.243243217
UK,PCy,Sympathy,10.54166698
UK,SNP,Taxes v. Spending,6.065217495
UK,SNP,Social,8.05405426
UK,SNP,Environment,9.810811043
UK,SNP,Decentralization,4.380952358
UK,SNP,Left-Right,7.134615421
UK,SNP,EU: Peacekeeping,8.043478012
UK,SNP,Immigration,8.300000191
UK,SNP,Northern Ireland,6.884615421
UK,SNP,Deregulation,7.179487228
UK,SNP,EU: Accountability,6.696969509
UK,SNP,EU: Authority,6.425000191
UK,SNP,Sympathy,10.95918369
CA,BQ,Taxes v. Spending,6.929293156
CA,BQ,Social,5.191919327
CA,BQ,Environment,8.527472496
CA,BQ,Decentralization,3.821052551
CA,BQ,Left-Right,7.204081535
CA,BQ,Immigration,7.897727489
CA,BQ,Deregulation,6.898989677
CA,BQ,Health Care,4.375
CA,BQ,US Affairs,15.64772701
CA,BQ,Quebec,1.29126215
CA,BQ,Sympathy,12.70833302
CA,CA,Taxes v. Spending,17.65686226
CA,CA,Social,18.23077011
CA,CA,Environment,16.71153831
CA,CA,Decentralization,4.415841579
CA,CA,Left-Right,17.45544624
CA,CA,Immigration,13.63265324
CA,CA,Deregulation,18.19230843
CA,CA,Health Care,14.82692337
CA,CA,US Affairs,4.028846264
CA,CA,Quebec,16.6764698
CA,CA,Sympathy,17.12121201
CA,GPC,Taxes v. Spending,5.268656731
CA,GPC,Social,4.86206913
CA,GPC,Environment,1.586206913
CA,GPC,Decentralization,11.07547188
CA,GPC,Left-Right,4.613333225
CA,GPC,Immigration,6.357142925
CA,GPC,Deregulation,4.897058964
CA,GPC,Health Care,4.086956501
CA,GPC,US Affairs,17.69841194
CA,GPC,Quebec,12.35897446
CA,GPC,Sympathy,9.442856789
CA,LPC,Taxes v. Spending,11.16666698
CA,LPC,Social,7.576922894
CA,LPC,Environment,10.75
CA,LPC,Decentralization,12.87378597
CA,LPC,Left-Right,11.08910847
CA,LPC,Immigration,5.049504757
CA,LPC,Deregulation,11.25
CA,LPC,Health Care,5.307692528
CA,LPC,US Affairs,11.85576916
CA,LPC,Quebec,18.51922989
CA,LPC,Sympathy,8.515151978
CA,NDP,Taxes v. Spending,4.647058964
CA,NDP,Social,3.115384579
CA,NDP,Environment,5.666666508
CA,NDP,Decentralization,14.14999962
CA,NDP,Left-Right,4.93069315
CA,NDP,Immigration,4.484848499
CA,NDP,Deregulation,4.471153736
CA,NDP,Health Care,1.807692289
CA,NDP,US Affairs,18.01922989
CA,NDP,Quebec,14.81372547
CA,NDP,Sympathy,7.626262665
CA,PC,Taxes v. Spending,14.23529434
CA,PC,Social,12.39423084
CA,PC,Environment,13.35576916
CA,PC,Decentralization,8.892156601
CA,PC,Left-Right,13.60396004
CA,PC,Immigration,9.309278488
CA,PC,Deregulation,14.43269253
CA,PC,Health Care,9.728155136
CA,PC,US Affairs,7.823529243
CA,PC,Quebec,16.36538506
CA,PC,Sympathy,12.01010132
CY,ADIK,Taxes v. Spending,11
CY,ADIK,Social,10.5
CY,ADIK,EU joining,16.5
CY,ADIK,Environment,13.75
CY,ADIK,Decentralization,10.75
CY,ADIK,Left-Right,15.75
CY,ADIK,Immigration,14
CY,ADIK,NATO/Peacekeeping,8.5
CY,ADIK,Deregulation,11.25
CY,ADIK,Sympathy,16.75
CY,AKEL,Taxes v. Spending,6
CY,AKEL,Social,12.75
CY,AKEL,EU joining,12.75
CY,AKEL,Environment,7.75
CY,AKEL,Decentralization,14
CY,AKEL,Left-Right,3
CY,AKEL,Immigration,7.5
CY,AKEL,NATO/Peacekeeping,14
CY,AKEL,Deregulation,3
CY,AKEL,Sympathy,15.75
CY,DIKO,Taxes v. Spending,8.75
CY,DIKO,Social,12.5
CY,DIKO,EU joining,16.25
CY,DIKO,Environment,13.5
CY,DIKO,Decentralization,11.25
CY,DIKO,Left-Right,10.75
CY,DIKO,Immigration,13
CY,DIKO,NATO/Peacekeeping,10
CY,DIKO,Deregulation,6.75
CY,DIKO,Sympathy,16
CY,DISI,Taxes v. Spending,15
CY,DISI,Social,10.5
CY,DISI,EU joining,19
CY,DISI,Environment,13
CY,DISI,Decentralization,6.5
CY,DISI,Left-Right,17.5
CY,DISI,Immigration,11.5
CY,DISI,NATO/Peacekeeping,4
CY,DISI,Deregulation,16.75
CY,DISI,Sympathy,12.25
CY,EDEK,Taxes v. Spending,10
CY,EDEK,Social,12.25
CY,EDEK,EU joining,17.75
CY,EDEK,Environment,7.5
CY,EDEK,Decentralization,10
CY,EDEK,Left-Right,7.25
CY,EDEK,Immigration,9.5
CY,EDEK,NATO/Peacekeeping,8.75
CY,EDEK,Deregulation,7.5
CY,EDEK,Sympathy,14.75
CY,EDI,Taxes v. Spending,12.5
CY,EDI,Social,9.25
CY,EDI,EU joining,19.5
CY,EDI,Environment,9
CY,EDI,Decentralization,6.25
CY,EDI,Left-Right,14.5
CY,EDI,Immigration,5.5
CY,EDI,NATO/Peacekeeping,5
CY,EDI,Deregulation,16.75
CY,EDI,Sympathy,9.5
CY,KOP,Taxes v. Spending,11.5
CY,KOP,Social,12
CY,KOP,EU joining,15.25
CY,KOP,Environment,3.75
CY,KOP,Decentralization,10
CY,KOP,Left-Right,12
CY,KOP,Immigration,9.5
CY,KOP,NATO/Peacekeeping,13
CY,KOP,Deregulation,11.5
CY,KOP,Sympathy,13.75
CY,NEO,Taxes v. Spending,13.5
CY,NEO,Social,14.5
CY,NEO,EU joining,15.5
CY,NEO,Environment,10.25
CY,NEO,Decentralization,7.75
CY,NEO,Left-Right,18.75
CY,NEO,Immigration,14.75
CY,NEO,NATO/Peacekeeping,11.66666698
CY,NEO,Deregulation,12.25
CY,NEO,Sympathy,18.5
DK,CD,Taxes v. Spending,9.208333015
DK,CD,Social,7.956521511
DK,CD,Environment,11.652174
DK,CD,Decentralization,10.52380943
DK,CD,Left-Right,11.29166698
DK,CD,EU: Peacekeeping,5.818181992
DK,CD,Immigration,6.217391491
DK,CD,EU: Accountability,7.3157897
DK,CD,EU: Authority,4.818181992
DK,CD,Sympathy,10.95454502
DK,DF,Taxes v. Spending,9.961538315
DK,DF,Social,14.35999966
DK,DF,Environment,14.88000011
DK,DF,Decentralization,12.125
DK,DF,Left-Right,15.30769253
DK,DF,EU: Peacekeeping,15.75
DK,DF,Immigration,19.44000053
DK,DF,EU: Accountability,17.61904716
DK,DF,EU: Authority,18.54166603
DK,DF,Sympathy,17.26086998
DK,Enh,Taxes v. Spending,3.799999952
DK,Enh,Social,3.458333254
DK,Enh,Environment,2.359999895
DK,Enh,Decentralization,9.772727013
DK,Enh,Left-Right,2.279999971
DK,Enh,EU: Peacekeeping,16.27272797
DK,Enh,Immigration,2.5
DK,Enh,EU: Accountability,16.25
DK,Enh,EU: Authority,17.43478203
DK,Enh,Sympathy,13.590909
DK,FrP,Taxes v. Spending,17.76190567
DK,FrP,Social,11.83333302
DK,FrP,Environment,16.57894707
DK,FrP,Decentralization,8.705882072
DK,FrP,Left-Right,18.26086998
DK,FrP,EU: Peacekeeping,15.6875
DK,FrP,Immigration,19.27272797
DK,FrP,EU: Accountability,16
DK,FrP,EU: Authority,17.66666603
DK,FrP,Sympathy,17.95238113
DK,KF,Taxes v. Spending,15.31999969
DK,KF,Social,12.47999954
DK,KF,Environment,14.52000046
DK,KF,Decentralization,12.23999977
DK,KF,Left-Right,15.19230747
DK,KF,EU: Peacekeeping,5.956521511
DK,KF,Immigration,15.72000027
DK,KF,EU: Accountability,12.14285755
DK,KF,EU: Authority,7.5
DK,KF,Sympathy,10.95652199
DK,KrF,Taxes v. Spending,9.479999542
DK,KrF,Social,17.52000046
DK,KrF,Environment,8.359999657
DK,KrF,Decentralization,10.08333302
DK,KrF,Left-Right,11.19230747
DK,KrF,EU: Peacekeeping,8.761904716
DK,KrF,Immigration,8.56000042
DK,KrF,EU: Accountability,12.64999962
DK,KrF,EU: Authority,11.60869598
DK,KrF,Sympathy,11.13043499
DK,RV,Taxes v. Spending,10.35999966
DK,RV,Social,4.079999924
DK,RV,Environment,6.230769157
DK,RV,Decentralization,7.519999981
DK,RV,Left-Right,9.346154213
DK,RV,EU: Peacekeeping,7.304347992
DK,RV,Immigration,4.400000095
DK,RV,EU: Accountability,8.428571701
DK,RV,EU: Authority,6.583333492
DK,RV,Sympathy,5.956521511
DK,SD,Taxes v. Spending,7.400000095
DK,SD,Social,7.800000191
DK,SD,Environment,9
DK,SD,Decentralization,12.43999958
DK,SD,Left-Right,7.576922894
DK,SD,EU: Peacekeeping,6.782608509
DK,SD,Immigration,11.35999966
DK,SD,EU: Accountability,11.27272701
DK,SD,EU: Authority,8.25
DK,SD,Sympathy,8.565217018
DK,SF,Taxes v. Spending,4.840000153
DK,SF,Social,4.25
DK,SF,Environment,3.576923132
DK,SF,Decentralization,8.079999924
DK,SF,Left-Right,4.576922894
DK,SF,EU: Peacekeeping,12.69565201
DK,SF,Immigration,3.160000086
DK,SF,EU: Accountability,13.95238113
DK,SF,EU: Authority,14.54166698
DK,SF,Sympathy,10.47826099
DK,V,Taxes v. Spending,14.84000015
DK,V,Social,9.840000153
DK,V,Environment,15.30769253
DK,V,Decentralization,6.960000038
DK,V,Left-Right,15.07692337
DK,V,EU: Peacekeeping,4.958333492
DK,V,Immigration,15.11999989
DK,V,EU: Accountability,10.31818199
DK,V,EU: Authority,5.875
DK,V,Sympathy,10.60869598
FI,KD,Taxes v. Spending,8.515151978
FI,KD,Social,18.57575798
FI,KD,Environment,10.27272701
FI,KD,Decentralization,8.935483932
FI,KD,Left-Right,14.30303001
FI,KD,EU: Peacekeeping,13.1935482
FI,KD,Immigration,11.45454502
FI,KD,Deregulation,10.1875
FI,KD,EU: Accountability,13.89655209
FI,KD,EU: Authority,14.42424202
FI,KD,Sympathy,15.6875
FI,KESK,Taxes v. Spending,9.454545021
FI,KESK,Social,14.60606098
FI,KESK,Environment,11.30303001
FI,KESK,Decentralization,6.1875
FI,KESK,Left-Right,12
FI,KESK,EU: Peacekeeping,14
FI,KESK,Immigration,12.30303001
FI,KESK,Deregulation,9.57575798
FI,KESK,EU: Accountability,14.26666641
FI,KESK,EU: Authority,15.090909
FI,KESK,Sympathy,11.25
FI,KOK,Taxes v. Spending,15.78787899
FI,KOK,Social,12.30303001
FI,KOK,Environment,15.030303
FI,KOK,Decentralization,11.3125
FI,KOK,Left-Right,15.57575798
FI,KOK,EU: Peacekeeping,6.333333492
FI,KOK,Immigration,12.84375
FI,KOK,Deregulation,16.81818199
FI,KOK,EU: Accountability,11.63333321
FI,KOK,EU: Authority,7.606060505
FI,KOK,Sympathy,12.21875
FI,PS,Taxes v. Spending,9.366666794
FI,PS,Social,17.25806427
FI,PS,Environment,12.84615421
FI,PS,Decentralization,9
FI,PS,Left-Right,15.4375
FI,PS,EU: Peacekeeping,15
FI,PS,Immigration,18.83870888
FI,PS,Deregulation,10.22580624
FI,PS,EU: Accountability,14.55555534
FI,PS,EU: Authority,17.79310417
FI,PS,Sympathy,18.375
FI,SDP,Taxes v. Spending,8.393939018
FI,SDP,Social,7.606060505
FI,SDP,Environment,12.42424202
FI,SDP,Decentralization,13.46875
FI,SDP,Left-Right,8.393939018
FI,SDP,EU: Peacekeeping,7.484848499
FI,SDP,Immigration,7.878787994
FI,SDP,Deregulation,8.636363983
FI,SDP,EU: Accountability,10.63333321
FI,SDP,EU: Authority,6.848484993
FI,SDP,Sympathy,9.25
FI,SFP,Taxes v. Spending,12.909091
FI,SFP,Social,6.59375
FI,SFP,Environment,10.51515198
FI,SFP,Decentralization,6.78125
FI,SFP,Left-Right,13.75757599
FI,SFP,EU: Peacekeeping,7.0625
FI,SFP,Immigration,5.969696999
FI,SFP,Deregulation,14.030303
FI,SFP,EU: Accountability,9.933333397
FI,SFP,EU: Authority,8.393939018
FI,SFP,Sympathy,9.78125
FI,VAS,Taxes v. Spending,4.333333492
FI,VAS,Social,5.545454502
FI,VAS,Environment,8.303030014
FI,VAS,Decentralization,10.9375
FI,VAS,Left-Right,4.454545498
FI,VAS,EU: Peacekeeping,15.40625
FI,VAS,Immigration,6.484848499
FI,VAS,Deregulation,4.545454502
FI,VAS,EU: Accountability,10.75862026
FI,VAS,EU: Authority,11.909091
FI,VAS,Sympathy,9.46875
FI,VIHR,Taxes v. Spending,7.121212006
FI,VIHR,Social,3.030303001
FI,VIHR,Environment,2.272727251
FI,VIHR,Decentralization,7.3125
FI,VIHR,Left-Right,7.515151501
FI,VIHR,EU: Peacekeeping,13
FI,VIHR,Immigration,3.75
FI,VIHR,Deregulation,8.0625
FI,VIHR,EU: Accountability,7.033333302
FI,VIHR,EU: Authority,8.939393997
FI,VIHR,Sympathy,7.625
FR,FN,Taxes v. Spending,16.69387817
FR,FN,Social,18.8571434
FR,FN,Environment,14.82978725
FR,FN,Decentralization,15.5625
FR,FN,Immigration,19.26000023
FR,FN,EU: Larger/Stronger,1.899999976
FR,FN,Globalization,3.122448921
FR,MPF,Taxes v. Spending,15.60000038
FR,MPF,Social,18.29166603
FR,MPF,Environment,14
FR,MPF,Decentralization,11.89130402
FR,MPF,Immigration,17.19565201
FR,MPF,EU: Larger/Stronger,2.914893627
FR,MPF,Globalization,4.822222233
FR,PCF,Taxes v. Spending,2.400000095
FR,PCF,Social,7.916666508
FR,PCF,Environment,12.77999973
FR,PCF,Decentralization,13.29787254
FR,PCF,Immigration,5.764705658
FR,PCF,EU: Larger/Stronger,5.699999809
FR,PCF,Globalization,3.428571463
FR,PS,Taxes v. Spending,7.099999905
FR,PS,Social,5.104166508
FR,PS,Environment,8.448979378
FR,PS,Decentralization,7.4375
FR,PS,Immigration,6.333333492
FR,PS,EU: Larger/Stronger,15.68000031
FR,PS,Globalization,10.71428585
FR,RPF,Taxes v. Spending,13.89130402
FR,RPF,Social,17.15909004
FR,RPF,Environment,14.95454502
FR,RPF,Decentralization,14.64444447
FR,RPF,Immigration,15.23404217
FR,RPF,EU: Larger/Stronger,3.068181753
FR,RPF,Globalization,5.717391491
FR,RPR,Taxes v. Spending,14.347826
FR,RPR,Social,14.44444466
FR,RPR,Environment,13.62222195
FR,RPR,Decentralization,9.954545021
FR,RPR,Immigration,12.37777805
FR,RPR,EU: Larger/Stronger,12.43181801
FR,RPR,Globalization,12.57777786
FR,UDF,Taxes v. Spending,14.02040863
FR,UDF,Social,12
FR,UDF,Environment,11.95744705
FR,UDF,Decentralization,4.458333492
FR,UDF,Immigration,10.51020432
FR,UDF,EU: Larger/Stronger,17.53061295
FR,UDF,Globalization,14.6875
FR,UEM,Taxes v. Spending,14.25
FR,UEM,Social,13.43243217
FR,UEM,Environment,13.27027035
FR,UEM,Decentralization,9.07692337
FR,UEM,Immigration,11.68421078
FR,UEM,EU: Larger/Stronger,14.05263138
FR,UEM,Globalization,13.53846169
FR,V,Taxes v. Spending,4.571428776
FR,V,Social,2.480000019
FR,V,Environment,2.176470518
FR,V,Decentralization,4.795918465
FR,V,Immigration,2.392156839
FR,V,EU: Larger/Stronger,14.625
